,Topic,tweet
295,  درخواست اصلاح شیوه پذیرش دانشجو در دانشگاه‌های فرهنگیان و دولتی و...,-1
296,  درخواست کاهش قیمت خودروهای مونتاژی متناسب با قیمت جهانی و برخورد با مافیای خودرو,32
297,  اعتراض به سند هنرهای تجسمی,47
298,  درخواست اصلاح روش پذیرش دانشجوی دانشگاه فرهنگیان و سایر دانشگاه‌ها,-1
299,  درخواست نجات بازار سهام با تزریق نقدینگی,52
300,  اعتراض به قیمت نهایی خودرو سهند,23
301,  درخواست اضافه شدن رشته مدیریت صنعتی به آزمون آموزگاری,42
302,  درخواست از رئیس محترم جمهور برای انتصاب وزیر کشاورزی,30
303,  درخواست کاهش مدت زمان سربازی بر اساس قانون,34
304,  درخواست کم کردن حجم مطالب کتب درسی و اخلاق‌مداری و کاربردی، جذاب  و قابل فهم بودن آنها,-1
305,  درخواست عزل مدیر عامل صندوق بازنشستگی کشوری,73
306,  درخواست اجرای قانون برنامه بودجه در خصوص امتیاز واردات خودروی جانبازان,-1
307,  درخواست رفع فیلترینگ شبکه‌های اجتماعی واتساپ، تلگرام و اینستا گرام,16
308,  درخواست عزل رئیس سازمان بورس و واکاوی معاملات صندوق تثبیت,-1
309,  درخواست اخذ غرامت و خسارت ۸ سال جنگ عراق علیه ایران,-1
310,  اعتراض به تخلف سازمان غذاودارو درخصوص ابلاغ ضابطه توزیع وعرضه داروهای آگونیست مخدر در داروخانه‌های منتخب خصوصی,-1
311,  درخواست جذب نیروهای تربیتی شهید بهنام، شهید عزیزالهی و شهید فهمیده,-1
312,  درخواست حمایت ازصندوق بازنشستگان و بازماندگان صنعت نفت و بازگرداندن اساسنامه ۷۰ ساله نفت و خروج وزرای غیر نفتی از صندوق نفت,-1
313,  حمایت از فرهیخته سختکوش دکتر انور جرفی,-1
314,  درخواست تنظیم مبالغ ثبت‌نام حج و عمره به صورت ارزی و تبدیل مبالغ دریافتی پیشین,-1
315,  درخواست جذب کارنامه سبز آزمون استخدامی آموزش و پرورش,15
316,  درخواست تغییریا اصلاح قانون خودروهای استیجاری,-1
317,  درخواست استخدام مربیان پیش‌دبستانی ضمیمه دولتی بعد از سال ۹۲,19
318,  درخواست لغو تأثیر غیر منطقی و غیر اصولی درس زبان انگلیسی در آزمون دستیاری دندانپزشکی,-1
319,  درخواست تعلیق امتحانات جبرانی پایه یازدهم و دوازدهم,88
320,  درخواست تشدید کنترل و محدودیت‌ها بر مصرف دخانیات,82
321,  درخواست لغو امتیاز تأهل و فرزند‌آوری در آزمون‌های استخدامی,21
322,  حمایت از تصدی دکتر علی اصغر رستمی به عنوان وزیر پیشنهادی علوم تحقیقات و فناوری,49
323,  درخواست اجرای کسر خدمت فرزندان ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه,29
324,  درخواست تأیید طرح ساماندهی کارکنان دولت در مجمع تشخیص مصلحت نظام,-1
325,  درخواست ابطال و بازبینی مصوبات شورای عالی انقلاب فرهنگی,60
326,  اعتراض به طراحی لباس ورزشکاران المپیک,47
327,  درخواست تجمیع سازمان‌های حمایتی,-1
328,  درخواست ساماندهی مدیریت صندوق بازنشستگی کشوری,73
329,  درخواست رعایت کل قوانین موضوعه در صدور دستورالعمل‌های مالیاتی و استفاده از مدیران اقتصادی در سازمان امور مالیاتی,-1
330,  درخواست پیگیری برای بازگشایی مسجد امام علی (ع) در هامبورگ,59
331,  درخواست جبران تمام ضررهای مادی، روحی و روانی وارده به سهامداران بازار سرمایه,-1
332,  اعتراض به محدودیت‌های ناعادلانه و حمایت از محتوای اصیل شبکه خانگی,16
333,  درخواست رسیدگی به مشکل بیکاری جوانان,6
334,  درخواست افزایش ساعات کلاسی زیست شناسی دهم,-1
335,  درخواست دعوت از آقای دکتر سعید جلیلی,14
336,  درخواست تشکیل دولت انقلابی,-1
337,  اعتراض به بخش‌نامه ۳۰۶۱/۵۰۰/د وزارت بهداشت، درمان و آموزش پزشکی مبنی بر ممنوعیت آزادسازی تعهدات خدمت فارغ‌التحصیلان,87
338,  درخواست تعویق آزمون سردفتری اسناد سال ۱۴۰۳ به علت تقارن با اربعین حسینی,11
339,  درخواست استخدامی آموزش دهندگان نهضت سوادآموزی بعد از سال۹۲ بدون سهمیه ایثارگری,19
340,  درخواست ابطال انتصاب‌های دقیقه نود دولت سیزدهم,-1
341,  درخواست تعیین تکلیف نیروهای قرآنی قبل سال ۹۲,-1
342,  درخواست استخدام آموزش دهندگان جامانده تک دوره نهضت سواد آموزی قبل از ۹۲,19
343,  درخواست دعوت از دکتر جلیلی برای وزارت اقتصاد,14
344,  درخواست رسیدگی به مطالبات اصلی و مشترک بازنشستگان و مستمری بگیران,6
345,  درخواست عدم کسر نمره پس از اعتراض به امتحانات نهایی,-1
346,  درخواست از ریاست جمهوری و مجلس برای حضور نمایندگان کارکنان پیمانکاری و رسمی وزارت نفت،در شورای راهبردی دولت و کمیسیون انرژی مجلس جهت ارائه نظرات و مشکلات برای انتخاب وزیر نفت,-1
347,  درخواست انتصاب  جناب آقای دکتر رضا اصلاحی  برای ریاست بنیاد شهید و امور ایثارگران,93
348,  درخواست  ترویج سبک زندگی سالم,-1
349,  درخواست لغو قانون خصوصی سازی معادن مصوب مجلس چهارم,-1
350,  درخواست بیمه تأمین اجتماعی اعضای نظام مهندسی ساختمان,-1
351,  درخواست بازنشستگی زودتر از موعد مادران دارای فرزند معلول با ۳۰ روز حقوق,94
352,  درخواست پیگیری عدم پرداخت هزینه‌های درمانی تکمیلی از بیمه دانا و آموزش و پرورش,15
353,  درخواست استخدام رسمی مربیان طرح امین در مدارس,-1
354,  درخواست انتصاب آقای مهندس رضا ریاحی به عنوان رئیس بنیاد شهید و امور ایثارگران,93
355,  درخواست  پخش مستند حیدر علیف,37
356,  درخواست ادامه مدیریت حسین شریعتمداری بر موسسه کیهان,-1
357,  درخواست تدریس زبان مادری قومیت‌ها در مدارس مناطق محل سکونت آنها,57
358,  درخواست اعمال و پرداخت مبلغ ترمیم حقوق کارکنان و بازنشستگان موضوع جز (۱) ماده واحده قانون اصلاح قانون بودجه سال ۱۴۰۱ کل کشور بر حقوق و مزایای مستمر,29
359,  درخواست برداشتن سقف حقوق کارکنان وزارت نفت,51
360,  درخواست اضافه شدن رشته حسابداری به شغل آموزگاری در دفترچه استخدامی,-1
361,  اعتراض به عدم پرداخت خسارت به فرهنگیان توسط بیمه تکمیلی دانا,76
362,  درخواست همسان‌سازی هرچه سریعتر حقوق بازنشستگان تأمین اجتماعی و اصلاح مصوبه آن,8
363,  درخواست همسان سازی حقوق کارکنان دستگاهای اجرای دولتی و غیر دولتی و تعطیلی دوروز در هفته,-1
364,  درخواست اجرای کامل قانون و مقررات متناسب‌سازی برنامه هفتم توسعه کشور و بیمه درمانی و پاداش,29
365,  دولت وفاق ملی,-1
366,  درخواست پیگیری راه‌آهن همدان، کردستان، کرمانشاه و ایلام به عراق,5
367,  درخواست پیوستن ایران به سازمان تجارت جهانی,-1
368,  درخواست شفاف سازی فیش و حکم بازنشستگان برابر جدول شاغلین,8
369,  درخواست اصلاح وضعیت معیشتی و حرفه‌ای جامعه مهندسان کشور و حذف مجریان ذی‌صلاح,-1
